MESS_DATUM;FX;FM;RSK;RSKF;SDK;NM;VPM;PM;TMK;UPM;TXK;TNK;TGK
20110123;6.1;1.9;0.9;6;0.000;7.9;7.2;1022.30;3.2;93.00;5.4;0.9;0.9
20110124;7.3;2.3;2.6;6;0.000;7.6;7.2;1019.60;3.8;90.00;5.1;2.7;2.0
20110125;12.9;5.2;3.8;6;2.500;6.7;6.7;1007.60;4.0;83.00;6.0;1.3;-2.2
20110126;7.7;2.3;0.0;8;0.900;6.2;5.8;1005.40;1.7;84.00;3.9;-0.7;-2.2
20110127;10.4;4.6;0.0;0;2.700;4.5;4.8;1014.90;0.4;76.00;2.4;-2.1;-3.3
20110128;7.8;3.2;0.0;0;7.600;0.3;3.9;1018.30;-1.5;73.00;1.8;-4.4;-7.4
20110129;8.1;2.5;0.0;0;7.500;0.2;4.2;1015.50;-2.2;81.00;2.8;-7.7;-10.1
20110130;7.3;2.9;0.0;7;7.200;3.2;4.1;1016.30;-2.6;82.00;1.3;-6.0;-7.8
20110131;4.3;1.4;0.0;7;0.000;7.4;4.2;1020.30;-3.6;90.00;-2.4;-6.0;-9.5
20110201;8.2;3.9;0.8;8;0.000;8.0;4.4;1022.00;-2.9;89.00;-1.0;-4.2;-3.9
20110202;11.2;4.5;4.2;6;0.000;7.7;5.9;1023.70;0.9;90.00;2.5;-1.0;-1.0
20110203;10.8;5.1;0.0;6;0.000;6.3;7.0;1020.40;3.5;89.00;6.2;0.8;0.3
20110204;17.1;8.8;0.0;6;0.000;7.8;8.1;1015.30;7.6;78.00;10.6;2.7;1.5
20110205;17.6;9.8;0.0;6;0.000;7.8;9.3;1015.70;10.6;73.00;11.2;9.9;9.2
20110206;17.0;8.0;0.0;0;0.000;7.2;8.5;1018.80;9.8;70.00;11.3;7.8;7.2
20110207;13.4;6.4;0.0;6;7.900;6.2;6.7;1013.80;9.6;58.00;14.9;5.8;5.0
20110208;10.0;2.5;0.0;0;8.400;2.6;6.5;1017.70;5.6;72.00;9.8;-2.0;-5.7
20110209;9.3;3.5;0.0;0;8.000;4.1;5.3;1017.70;4.5;66.00;10.5;-3.0;-6.2
20110210;10.0;5.2;7.5;6;0.600;7.5;8.0;1011.70;7.3;78.00;10.5;5.4;4.1
20110211;10.4;3.9;13.4;6;0.000;7.8;10.7;1007.50;9.6;89.00;11.0;5.3;5.1
20110212;13.1;5.0;6.0;6;1.600;7.5;8.6;1008.60;6.4;89.00;8.4;4.8;4.7
20110213;9.5;4.0;0.0;6;3.600;6.5;8.1;1005.60;6.6;83.00;9.6;2.5;-1.3
20110214;11.6;4.5;9.1;6;2.700;6.9;8.1;1000.80;6.8;82.00;9.9;5.0;3.7
20110215;11.1;4.0;0.5;6;1.800;6.3;7.8;995.20;5.5;86.00;8.5;3.0;0.2
20110216;9.2;3.6;0.0;0;5.500;4.8;7.8;994.50;7.1;78.00;11.1;0.6;-2.4
20110217;9.8;3.4;0.0;0;8.600;2.3;6.0;999.80;2.8;81.00;8.7;-1.2;-4.0
20110218;7.6;2.3;0.0;6;0.000;8.0;5.4;1009.80;2.0;76.00;2.8;1.1;1.0
20110219;8.6;3.0;0.0;0;0.000;7.6;5.7;1011.30;3.4;73.00;5.7;1.6;0.5
20110220;7.4;3.7;0.0;0;0.000;7.2;4.6;1011.80;1.3;68.00;3.5;-0.6;-1.5
20110221;9.7;3.6;0.0;0;8.800;2.8;3.4;1012.90;-1.0;60.00;2.4;-5.3;-8.6
20110222;7.9;2.3;0.0;0;9.300;1.8;3.1;1014.30;-2.3;61.00;3.1;-8.2;-10.9
20110223;11.4;5.9;2.2;8;0.800;7.1;2.7;1018.80;0.3;44.00;4.2;-4.0;-5.2
20110224;11.4;5.3;1.0;6;0.000;8.0;6.3;1018.50;1.9;89.00;3.2;-0.3;-0.2
20110225;8.1;3.7;0.0;6;0.100;7.8;7.9;1022.40;5.3;89.00;7.8;3.1;3.0
20110226;13.1;5.8;3.1;6;1.000;7.5;8.1;1010.40;7.0;81.00;10.1;5.5;4.7
20110227;15.7;5.6;10.8;6;0.000;8.0;7.8;1007.70;4.8;90.00;6.3;2.5;2.1
20110228;3.5;1.5;0.0;6;0.000;7.7;6.7;1019.80;3.5;85.00;5.6;1.8;-1.3
20110301;11.9;4.8;0.0;0;5.400;2.7;6.4;1028.40;4.2;78.00;8.6;0.9;-2.3
20110302;11.9;5.1;0.0;0;9.400;1.7;4.7;1028.30;3.1;63.00;8.5;-0.4;-3.1
20110303;11.7;4.6;0.0;0;9.800;0.0;4.0;1026.70;2.6;58.00;8.3;-2.1;-5.3
20110304;5.3;2.4;0.0;0;9.600;1.1;4.5;1025.90;2.8;63.00;9.6;-2.7;-6.0
20110305;6.5;2.7;0.0;6;0.000;4.8;5.4;1023.10;1.0;82.00;4.9;-2.0;-4.2
20110306;10.2;3.0;0.0;0;9.400;1.2;4.4;1025.30;1.9;65.00;6.6;-3.4;-7.8
20110307;11.9;3.8;0.0;0;10.400;0.0;2.6;1027.10;3.0;38.00;9.4;-3.8;-7.9
20110308;11.4;4.9;0.0;0;10.300;0.0;3.6;1018.60;5.6;39.00;12.4;-0.1;-4.0
20110309;13.6;5.5;0.8;6;0.600;6.0;7.4;1011.30;6.9;75.00;10.1;2.6;0.0
20110310;16.6;7.7;0.5;6;0.700;7.2;7.8;1009.20;6.8;79.00;9.4;2.9;0.5
20110311;12.2;5.3;0.0;6;2.200;6.0;7.4;1010.70;8.5;68.00;11.7;3.8;-1.9
20110312;11.5;4.4;0.1;6;5.200;6.3;7.3;1003.50;9.5;63.00;16.0;3.8;-0.7
20110313;10.3;4.1;1.7;6;1.000;7.5;9.4;1000.40;11.5;69.00;14.3;9.4;7.8
20110314;4.4;2.0;0.0;6;0.400;7.5;10.8;1009.70;11.0;83.00;14.3;8.6;6.0
20110315;9.4;3.4;0.0;0;6.300;2.7;9.6;1010.90;11.4;73.00;18.6;5.2;0.7
20110316;13.7;5.7;0.0;0;6.800;3.5;8.2;1005.60;8.3;75.00;12.6;5.1;4.1
20110317;8.3;3.9;0.1;6;0.000;8.0;8.2;1005.50;6.2;86.00;7.4;4.9;5.0
20110318;8.6;3.0;8.6;6;0.000;8.0;8.3;1017.00;5.8;90.00;7.2;4.5;4.0
20110319;7.8;3.1;0.0;0;9.800;2.8;5.9;1026.70;6.2;65.00;10.9;-1.6;-5.8
20110320;5.5;1.4;0.0;0;11.000;1.6;4.4;1029.10;4.5;59.00;12.3;-3.9;-6.8
20110321;5.4;1.5;0.0;0;10.900;2.3;4.8;1030.10;6.0;56.00;14.7;-2.6;-6.2
20110322;5.5;1.7;0.0;0;10.600;1.6;6.3;1032.10;7.5;64.00;15.9;-1.8;-5.3
20110323;7.0;1.7;0.0;0;11.000;2.1;7.9;1033.90;8.8;72.00;17.0;0.3;-3.4
20110324;10.2;1.7;0.0;0;10.300;4.1;7.7;1029.10;9.2;69.00;17.3;0.3;-3.5
20110325;6.1;2.0;0.0;0;6.300;6.1;8.0;1015.20;9.5;70.00;16.4;1.7;-1.3
20110326;6.5;2.5;0.0;6;1.300;6.8;6.8;1012.10;7.0;68.00;9.3;3.1;-0.1
20110327;6.0;1.8;0.0;0;9.300;3.0;6.2;1009.10;7.6;63.00;15.0;1.0;-2.4
20110328;6.3;2.0;0.0;0;10.900;1.5;5.5;1010.40;6.1;63.00;12.7;-1.1;-4.9
20110329;5.3;1.5;0.0;0;10.700;0.3;6.0;1010.40;7.4;63.00;16.0;-1.8;-4.9
20110330;11.6;3.1;0.6;6;2.400;5.3;8.8;1009.50;9.9;71.00;16.6;2.0;-2.6
20110331;14.0;5.8;5.9;6;0.000;7.5;11.7;1010.10;12.4;81.00;14.9;9.6;8.6
20110401;9.6;3.9;0.0;6;0.300;6.9;12.6;1016.40;13.9;79.00;16.6;11.4;7.6
20110402;11.6;5.3;1.3;6;10.400;3.3;11.3;1010.20;17.3;60.00;23.7;10.9;9.0
20110403;7.8;2.2;6.1;6;0.100;7.3;12.1;1008.60;12.0;86.00;15.8;9.1;7.4
20110404;10.2;3.9;0.0;6;3.100;6.5;9.1;1015.90;10.8;72.00;14.9;5.9;1.3
20110405;15.4;5.3;0.4;6;0.100;6.7;7.7;1020.40;9.6;65.00;14.1;4.6;0.6
20110406;9.3;4.2;0.0;0;8.400;6.4;12.0;1021.80;15.8;68.00;21.9;10.9;8.2
20110407;11.6;4.6;0.0;0;7.400;4.3;11.3;1020.10;14.5;69.00;20.1;7.6;3.3
20110408;8.2;2.6;0.0;0;10.800;2.3;8.9;1020.50;11.4;68.00;18.5;3.2;-0.4
20110409;7.2;2.7;0.0;0;11.700;3.5;7.9;1020.30;11.1;63.00;17.7;5.2;1.1
20110410;5.9;2.0;0.0;0;11.100;0.4;7.6;1019.30;11.9;59.00;20.0;4.3;1.1
20110411;11.4;2.8;2.0;6;7.400;3.0;9.1;1014.80;14.6;58.00;23.5;4.8;2.6
20110412;19.6;5.9;3.6;8;5.200;4.3;8.1;1017.90;9.0;71.00;13.7;4.6;2.6
20110413;9.6;3.4;0.0;6;6.400;3.5;6.6;1017.40;8.3;63.00;13.6;3.0;0.5
20110414;7.9;1.4;0.0;0;6.300;5.8;6.6;1014.70;8.5;63.00;14.3;1.8;-1.5
20110415;6.9;1.8;0.0;0;8.200;2.7;6.1;1016.00;8.8;59.00;16.4;-0.7;-3.3
20110416;11.9;2.3;0.0;0;7.300;4.5;6.1;1017.80;11.3;47.00;16.5;4.7;-1.2
20110417;7.9;2.1;0.0;0;8.000;4.6;6.5;1019.50;12.4;49.00;18.4;4.1;0.8
20110418;9.2;2.3;0.0;0;12.800;0.9;6.8;1015.50;12.3;52.00;20.1;2.1;-1.6
20110419;8.5;2.7;0.0;0;12.900;0.1;7.5;1011.00;15.9;44.00;23.6;7.3;2.3
20110420;6.1;1.5;0.0;0;12.700;0.5;8.4;1010.70;15.4;54.00;23.9;5.1;1.7
20110421;5.3;1.5;0.0;0;9.600;2.0;9.1;1009.60;16.7;53.00;25.6;7.7;3.9
20110422;8.3;2.1;0.0;0;9.400;1.7;9.3;1005.90;18.4;49.00;26.5;8.3;4.8
20110423;11.9;2.9;0.0;6;7.300;3.8;9.9;1006.40;18.8;49.00;26.4;9.7;7.7
20110424;9.6;2.6;0.0;0;12.600;1.3;9.5;1010.90;17.1;54.00;25.0;7.3;3.8
20110425;8.6;3.1;0.0;0;13.400;0.0;7.8;1015.00;16.3;47.00;23.2;6.8;1.5
20110426;10.3;3.6;0.0;6;9.900;2.2;8.5;1015.00;15.1;53.00;21.8;7.0;2.6
20110427;7.4;2.8;2.0;6;1.000;7.3;10.7;1013.60;10.7;83.00;14.4;8.8;7.7
20110428;8.7;2.0;7.5;6;2.400;5.8;12.4;1009.30;12.2;88.00;16.9;7.8;6.4
20110429;18.8;3.9;3.2;6;7.900;5.5;12.0;1006.20;15.6;70.00;23.1;8.4;6.0
20110430;15.1;7.2;0.0;0;12.600;2.0;9.0;1004.80;15.6;52.00;21.0;10.4;9.0
20110501;13.8;5.7;0.0;0;13.800;0.5;6.4;1006.20;13.2;43.00;19.2;7.5;4.1
20110502;14.7;6.0;0.0;0;12.900;1.9;6.2;1006.30;10.2;51.00;15.1;5.6;3.8
20110503;9.7;4.0;0.0;0;14.000;0.6;5.4;1011.00;8.4;52.00;14.3;2.6;-1.5
20110504;6.7;2.2;0.0;0;8.200;2.0;6.8;1016.40;8.0;66.00;15.5;-0.1;-3.8
20110505;7.5;2.2;0.0;0;13.300;5.2;7.0;1018.10;11.4;57.00;18.8;1.7;-2.6
20110506;8.0;3.2;0.0;0;11.300;6.0;7.4;1015.00;16.0;43.00;23.2;9.9;7.3
20110507;11.2;4.9;0.0;0;12.200;4.5;8.7;1012.70;21.4;35.00;28.5;11.6;8.0
20110508;12.4;5.8;0.0;6;10.600;5.2;7.2;1013.20;22.9;26.00;28.7;17.3;15.6
20110509;12.3;4.2;0.0;6;9.000;4.7;9.6;1017.30;20.6;43.00;26.7;11.2;7.3
20110510;7.8;1.8;0.0;6;7.400;5.3;12.9;1019.00;19.1;61.00;25.9;10.8;7.7
20110511;10.8;2.9;0.0;0;11.000;4.2;11.6;1016.90;17.7;60.00;23.0;11.5;9.5
20110512;11.2;3.0;0.0;0;4.900;5.1;10.3;1013.50;14.2;65.00;20.5;7.7;2.3
20110513;7.1;2.2;0.0;0;8.600;3.5;8.9;1015.60;13.8;60.00;20.9;6.1;0.9
20110514;11.2;3.5;0.5;6;7.200;5.1;8.8;1011.30;12.7;62.00;18.3;6.8;2.6
20110515;10.7;3.8;1.3;6;4.100;6.2;9.2;1016.40;11.9;67.00;16.8;7.5;3.4
20110516;12.7;4.8;0.9;6;0.000;7.6;11.8;1017.30;12.6;80.00;14.4;10.4;10.2
20110517;9.5;3.6;0.2;6;2.000;6.4;12.0;1015.20;13.9;76.00;18.8;9.2;5.6
20110518;12.3;2.9;0.0;0;7.500;4.6;12.0;1011.80;15.4;71.00;22.6;8.2;3.1
20110519;8.4;2.1;0.0;6;2.100;6.5;13.4;1012.00;15.8;76.00;22.4;9.7;6.8
20110520;7.3;2.1;0.0;0;7.600;5.5;12.9;1013.50;17.4;67.00;23.1;10.6;7.5
20110521;5.7;1.5;0.0;6;9.500;2.9;12.0;1015.40;17.3;64.00;24.4;10.8;8.1
20110522;14.8;4.8;3.3;6;6.600;4.5;11.8;1012.30;17.0;62.00;23.4;10.2;6.9
20110523;14.2;4.4;0.0;6;14.000;3.1;9.2;1017.90;16.7;52.00;23.6;7.0;4.4
20110524;12.2;4.9;0.0;6;10.000;4.3;8.5;1019.20;15.0;52.00;19.2;6.7;0.8
20110525;8.6;2.8;0.0;0;15.000;0.6;6.6;1020.10;15.5;43.00;22.9;5.7;0.3
20110526;20.7;7.5;0.0;6;9.500;5.1;8.4;1005.70;17.7;41.00;26.1;13.5;12.6
20110527;11.4;5.5;0.4;6;3.400;5.4;10.2;1009.80;13.4;67.00;16.9;6.4;1.9
20110528;13.1;4.7;0.0;6;5.400;6.7;9.8;1011.20;14.5;62.00;19.5;6.6;3.4
20110529;13.1;5.4;0.0;0;8.200;4.6;12.0;1009.70;17.5;62.00;24.0;12.5;9.4
20110530;11.8;3.7;2.0;6;13.600;1.7;11.4;1006.80;22.5;48.00;31.1;10.6;6.9
20110531;12.1;3.2;7.8;6;0.100;7.4;13.8;1010.90;14.0;86.00;17.8;10.3;7.0
20110601;10.0;3.2;0.0;0;14.000;3.4;9.4;1023.50;14.1;62.00;20.0;8.1;4.4
20110602;10.5;3.9;0.0;0;15.200;2.2;8.2;1026.80;16.4;49.00;23.9;6.8;2.6
20110603;12.9;5.4;0.0;0;14.600;1.5;13.2;1023.10;20.3;57.00;26.5;12.4;9.3
20110604;12.3;4.4;18.1;6;13.100;4.6;14.4;1012.80;23.2;54.00;30.3;14.3;11.3
20110605;8.4;2.5;1.1;6;6.200;6.3;18.8;1002.80;20.7;78.00;27.4;16.1;15.2
20110606;12.8;3.5;1.1;6;6.900;5.8;17.8;998.60;20.1;77.00;25.9;16.6;15.1
20110607;11.1;2.9;13.8;6;5.900;6.8;15.0;1000.30;17.6;76.00;22.2;13.7;14.0
20110608;11.9;3.9;0.0;6;4.400;6.7;12.4;1002.30;15.0;74.00;18.5;11.4;8.5
20110609;10.6;3.4;0.0;0;9.900;3.3;10.1;1009.70;14.9;62.00;20.2;9.0;6.3
20110610;12.6;2.2;3.2;6;3.100;6.1;12.0;1010.30;14.3;76.00;20.8;8.1;5.6
20110611;10.0;3.2;11.2;6;7.900;4.6;11.3;1012.30;12.9;78.00;18.3;8.6;5.7
20110612;8.8;2.1;0.0;0;10.200;4.9;10.7;1013.60;14.4;69.00;19.7;7.0;4.1
20110613;8.8;4.2;1.1;6;1.600;6.7;14.3;1010.50;17.9;69.00;22.1;14.4;12.8
20110614;6.4;2.5;0.0;0;4.800;5.1;16.0;1013.20;17.7;80.00;22.2;12.0;8.7
20110615;6.6;2.7;0.3;6;3.500;6.0;16.6;1011.70;18.8;77.00;24.3;11.6;8.6
20110616;22.2;4.0;7.5;8;1.400;5.6;15.8;1007.50;17.0;82.00;22.8;10.1;8.5
20110617;8.3;3.6;1.2;6;7.400;4.8;11.7;1007.00;15.1;70.00;21.1;9.8;8.3
20110618;20.1;7.4;1.3;6;5.900;5.5;12.7;999.10;15.1;74.00;19.3;11.9;10.9
20110619;18.8;6.9;1.6;6;0.800;6.6;12.6;1004.80;14.1;78.00;17.6;10.0;7.5
20110620;7.3;3.1;2.7;6;3.900;5.2;13.3;1009.20;13.6;85.00;16.8;8.4;5.1
20110621;11.4;4.3;0.8;6;3.800;6.7;16.7;1008.10;18.4;80.00;23.4;15.0;13.3
20110622;13.0;4.9;4.9;6;3.400;5.6;16.0;1007.10;17.5;79.00;21.4;14.3;13.0
20110623;14.3;5.6;0.9;6;6.700;5.0;12.6;1010.70;15.4;74.00;20.7;10.7;8.9
20110624;11.8;3.5;3.3;6;3.500;5.7;12.3;1016.60;13.2;82.00;17.7;9.3;7.0
20110625;8.0;3.4;4.4;6;0.000;7.7;14.3;1018.70;13.2;94.00;16.2;9.9;8.3
20110626;5.5;2.1;0.0;0;5.600;5.1;18.0;1018.30;19.0;83.00;24.7;15.6;12.1
20110627;10.3;3.6;0.0;0;15.300;2.0;18.4;1013.30;24.3;63.00;31.2;14.3;10.8
20110628;15.8;4.4;2.2;6;12.700;4.0;18.6;1009.50;27.7;52.00;33.8;21.0;19.7
20110629;9.7;3.5;3.6;6;1.700;7.2;18.4;1012.80;18.6;85.00;23.1;13.2;11.8
20110630;12.0;2.7;3.7;6;6.600;4.6;12.9;1017.60;15.1;77.00;20.6;9.7;7.6
20110701;11.2;3.0;0.9;6;4.700;4.8;12.3;1017.70;13.6;80.00;18.6;9.0;5.7
20110702;10.2;3.4;0.0;6;1.700;5.8;11.4;1013.20;14.0;73.00;18.8;7.6;4.8
20110703;8.3;3.6;0.0;0;4.100;5.7;12.0;1011.30;14.8;72.00;19.5;10.4;7.5
20110704;5.5;1.9;0.0;0;6.000;4.7;12.9;1011.90;15.1;76.00;20.4;10.9;7.1
20110705;6.3;1.5;0.0;6;14.300;3.0;13.2;1008.50;18.8;65.00;26.8;8.4;5.0
20110706;15.3;4.7;0.0;6;6.500;5.5;14.1;1004.00;19.5;63.00;25.8;11.9;9.6
20110707;10.6;3.4;0.1;6;8.800;5.6;12.4;1004.10;19.5;57.00;25.0;11.9;10.0
20110708;13.7;5.4;0.5;6;7.900;4.5;12.0;1005.70;19.2;56.00;24.7;14.0;10.1
20110709;14.3;5.0;1.0;6;2.900;5.9;15.1;1009.40;19.1;68.00;25.3;15.9;14.6
20110710;5.7;2.0;0.0;6;6.700;5.9;13.3;1013.70;19.3;61.00;24.8;13.4;10.5
20110711;5.5;1.7;0.0;6;5.700;3.9;13.6;1014.40;19.4;63.00;25.8;10.9;8.7
20110712;8.7;2.4;4.7;6;7.600;5.5;15.2;1007.80;21.5;63.00;29.8;13.7;10.8
20110713;10.5;4.4;1.6;6;0.000;7.9;15.9;1004.70;14.5;96.00;17.5;12.5;12.3
20110714;19.9;9.1;1.2;6;0.200;7.8;13.5;1007.60;13.6;87.00;16.5;12.3;11.8
20110715;12.5;4.6;2.2;6;7.300;5.0;13.1;1011.90;16.8;72.00;23.6;12.6;10.1
20110716;14.2;6.0;17.9;6;2.400;6.8;13.6;1002.30;19.1;64.00;26.4;12.9;10.0
20110717;16.0;6.6;0.1;6;5.300;5.9;14.0;993.90;17.5;71.00;21.8;13.4;13.2
20110718;14.5;7.0;0.0;6;1.200;6.5;12.6;996.60;17.0;65.00;20.1;14.6;13.4
20110719;8.9;3.3;4.2;6;3.600;6.5;14.0;999.40;16.9;74.00;22.9;13.0;11.4
20110720;6.4;1.9;6.4;6;1.400;6.5;16.4;1003.30;16.0;90.00;21.3;11.2;10.1
20110721;6.2;1.7;1.4;6;0.200;6.5;16.1;1005.10;15.9;90.00;19.1;11.4;9.9
20110722;9.8;3.7;0.0;6;2.900;5.5;12.4;1006.90;15.4;72.00;19.4;11.3;8.8
20110723;13.9;5.0;12.6;6;4.100;5.7;11.7;1005.10;13.9;74.00;17.8;9.7;7.7
20110724;11.7;5.5;11.1;6;0.000;8.0;13.0;1003.60;12.2;91.00;14.4;10.6;10.0
20110725;8.2;2.3;2.0;6;6.200;6.0;14.0;1004.40;15.3;82.00;21.2;10.2;8.5
20110726;5.7;1.8;1.2;6;0.200;7.5;15.7;1007.90;15.9;87.00;18.9;14.1;13.6
20110727;8.2;1.4;11.6;6;1.300;7.2;16.9;1012.80;16.9;88.00;22.4;14.7;14.4
20110728;10.3;1.8;0.1;6;4.500;6.5;17.1;1014.10;17.9;85.00;24.3;14.6;13.9
20110729;8.2;3.5;0.3;6;1.000;6.8;14.9;1015.00;16.7;79.00;19.7;13.6;12.3
20110730;8.8;3.5;0.0;6;0.200;7.4;13.7;1013.60;14.8;82.00;16.5;12.8;12.5
20110731;7.6;2.1;0.0;0;3.500;6.3;11.9;1012.60;15.0;71.00;18.8;11.0;9.4
20110801;6.0;1.7;0.0;0;14.000;1.1;14.1;1011.50;17.2;74.00;25.3;8.4;6.1
20110802;9.7;3.1;0.2;6;11.500;2.4;16.5;1010.90;21.8;66.00;28.1;13.9;10.9
20110803;12.1;3.6;0.8;6;0.500;6.5;18.9;1009.10;20.7;78.00;24.6;18.0;15.7
20110804;11.6;3.5;4.3;6;9.900;4.8;18.3;1009.10;21.0;76.00;27.8;14.7;11.6
20110805;7.5;2.5;0.0;6;2.600;6.5;18.0;1007.90;18.9;83.00;22.4;16.3;15.8
20110806;11.5;3.9;5.7;6;1.900;7.0;20.1;1000.00;20.0;86.00;24.7;16.4;15.2
20110807;13.1;5.5;2.0;6;4.400;5.6;14.0;1000.60;17.4;72.00;21.5;14.4;12.7
20110808;19.5;6.1;14.4;6;2.900;6.2;13.5;1001.10;15.5;77.00;19.2;11.8;9.8
20110809;14.3;5.3;1.6;6;3.400;6.0;13.2;1012.50;14.8;79.00;18.0;11.4;9.6
20110810;14.7;4.9;0.0;0;7.200;5.6;11.8;1017.40;16.2;67.00;21.2;8.8;6.5
20110811;16.3;6.6;1.7;6;6.900;6.5;12.1;1007.70;20.1;53.00;24.6;16.1;15.0
20110812;9.1;4.0;5.4;6;2.200;7.1;18.2;1005.50;18.3;87.00;22.3;16.3;15.7
20110813;9.2;3.0;9.5;6;1.100;7.3;18.8;1004.70;18.4;89.00;22.5;16.2;15.9
20110814;12.6;4.4;5.9;6;1.200;6.8;18.4;1002.10;17.7;91.00;20.3;13.9;11.9
20110815;12.4;2.5;0.0;6;8.400;4.2;15.0;1010.30;16.9;79.00;22.2;12.5;10.2
20110816;8.7;2.4;0.1;6;5.400;6.0;14.4;1013.30;17.5;74.00;22.6;12.6;11.7
20110817;6.9;2.7;0.0;0;8.100;5.0;16.4;1011.40;20.3;69.00;25.3;15.3;13.6
20110818;19.4;2.9;37.9;6;7.700;5.3;19.0;1008.00;20.8;79.00;28.5;16.4;15.7
20110819;9.5;3.7;0.0;6;5.700;4.6;16.6;1011.80;17.8;82.00;21.2;12.0;9.3
20110820;6.4;2.0;0.0;0;13.300;2.3;15.6;1015.60;18.3;76.00;25.9;9.8;8.9
20110821;11.6;3.3;4.2;6;3.700;5.0;20.5;1010.30;21.7;77.00;28.4;13.8;12.0
20110822;4.4;1.6;12.5;6;1.100;6.6;18.9;1013.40;18.6;88.00;22.1;15.4;13.6
20110823;20.9;2.3;0.0;6;6.800;4.3;21.0;1008.70;20.8;86.00;26.4;16.7;16.1
20110824;10.6;2.9;0.0;6;5.400;4.2;19.2;1009.80;20.6;80.00;26.2;14.3;11.7
20110825;8.1;2.2;0.1;6;5.100;4.6;18.8;1008.70;19.6;83.00;25.1;12.7;11.2
20110826;14.9;4.5;9.5;6;3.700;6.1;19.7;1001.50;20.4;83.00;27.3;15.9;15.2
20110827;12.8;5.1;4.2;6;4.600;6.2;14.7;1007.40;15.4;84.00;19.5;12.7;11.7
20110828;12.0;5.8;0.0;6;2.900;5.0;13.0;1011.80;14.6;78.00;18.1;11.5;10.0
20110829;14.2;5.1;2.9;6;1.900;5.7;12.3;1010.60;13.9;77.00;17.3;11.3;10.0
20110830;6.9;2.6;0.0;0;0.000;6.5;12.4;1011.20;13.5;80.00;16.3;8.8;6.9
20110831;6.2;1.7;0.0;0;9.300;3.2;12.4;1010.30;13.7;81.00;19.7;8.0;4.9
20110901;5.9;1.8;0.0;0;11.000;2.3;12.4;1010.40;14.7;76.00;20.6;9.3;7.1
20110902;10.3;1.9;0.0;0;10.700;3.5;16.2;1007.70;18.8;76.00;27.6;9.5;7.7
20110903;7.7;2.9;0.9;6;12.100;1.7;19.3;1006.10;23.3;69.00;29.2;17.9;15.1
20110904;12.5;3.7;8.1;6;1.200;7.0;21.3;1004.00;21.3;84.00;23.9;17.2;15.5
20110905;13.7;6.1;0.0;6;5.500;4.7;13.1;1009.70;16.2;71.00;19.7;13.0;11.5
20110906;18.9;7.9;6.6;6;2.700;6.7;13.4;1010.10;16.3;72.00;18.5;13.8;12.2
20110907;16.0;7.3;3.4;6;2.300;6.2;13.2;1005.50;15.2;77.00;17.6;13.4;12.3
20110908;12.0;5.9;2.1;6;0.000;8.0;14.4;1004.90;14.1;90.00;15.5;12.4;11.7
20110909;7.0;2.9;0.3;6;0.000;7.4;18.9;1006.80;17.7;93.00;20.3;13.7;12.9
20110910;10.2;4.6;0.0;0;7.500;6.3;22.2;1004.50;22.6;81.00;27.2;17.8;17.2
20110911;10.4;3.9;4.5;6;1.800;5.7;18.2;1005.00;18.0;88.00;23.1;13.5;12.1
20110912;18.0;7.5;0.0;6;1.300;5.8;16.0;1005.60;18.0;78.00;22.9;13.7;12.5
20110913;12.4;6.0;0.0;6;5.600;4.5;13.4;1007.90;16.7;71.00;19.5;14.0;12.0
20110914;11.7;5.1;0.0;0;7.000;3.1;11.7;1012.60;14.2;73.00;18.1;10.2;6.9
20110915;5.4;2.2;0.0;0;3.900;3.8;12.8;1015.90;13.6;83.00;19.2;9.1;5.7
20110916;9.3;2.9;0.0;6;7.000;5.5;12.8;1011.40;15.4;75.00;21.0;6.8;4.3
20110917;12.3;4.9;7.5;6;2.700;6.6;13.8;1005.20;16.8;73.00;20.2;13.5;12.2
20110918;12.4;4.8;1.7;6;2.700;6.8;12.3;999.80;13.2;81.00;16.4;10.9;10.3
20110919;8.4;3.4;0.0;6;6.200;4.6;12.5;1007.80;13.7;81.00;18.5;9.2;6.2
20110920;8.4;4.4;0.0;6;0.300;5.9;13.3;1017.20;14.4;81.00;17.4;9.5;6.5
20110921;11.2;4.6;0.0;0;0.200;7.1;13.2;1014.80;16.6;70.00;19.1;14.9;14.1
20110922;8.9;4.1;0.0;6;1.800;5.5;13.3;1014.50;14.7;79.00;18.3;10.9;8.4
20110923;6.3;2.0;0.0;0;5.800;4.7;12.9;1014.30;14.0;82.00;19.6;9.1;6.0
20110924;6.9;1.8;0.0;0;10.000;2.8;12.8;1011.40;14.7;78.00;22.6;8.1;4.5
20110925;6.5;1.8;0.0;0;10.300;1.9;14.3;1013.90;15.9;81.00;23.1;9.4;6.3
20110926;8.5;3.5;0.0;0;7.700;4.4;16.2;1018.10;19.2;74.00;24.6;14.6;12.1
20110927;4.7;1.5;0.0;0;4.800;5.3;16.7;1024.30;17.2;86.00;22.6;12.2;9.4
20110928;6.8;1.8;0.0;0;10.500;0.8;16.0;1024.20;17.3;82.00;25.3;10.4;7.8
20110929;7.6;2.6;0.0;0;10.600;1.3;15.5;1022.40;18.5;75.00;25.5;11.3;8.4
20110930;8.1;2.9;0.0;0;10.800;0.5;14.0;1020.90;18.6;68.00;26.1;9.9;6.2
20111001;4.1;1.2;0.0;0;10.800;0.5;14.4;1021.10;17.8;74.00;27.7;10.2;6.7
