MESS_DATUM;FX;FM;RSK;RSKF;SDK;NM;VPM;PM;TMK;UPM;TXK;TNK;TGK
19780718;10.3;1.8;0.0;0;7.100;4.7;11.2;1006.10;17.0;59.00;21.4;8.5;6.8
19780719;10.0;3.4;1.1;1;4.000;7.3;12.0;1007.20;16.1;67.00;20.5;13.0;10.0
19780720;14.1;5.6;5.4;1;2.600;6.7;13.6;1004.70;13.9;83.00;17.2;12.6;13.3
19780721;12.9;3.0;0.4;1;3.200;4.0;12.4;1011.90;12.4;86.00;16.9;10.1;8.8
19780722;9.5;2.0;0.0;0;11.000;4.0;11.4;1016.70;17.7;60.00;23.0;5.5;3.8
19780723;8.5;2.8;0.0;0;4.600;5.7;13.4;1014.80;18.6;63.00;24.2;11.9;9.1
19780724;11.0;3.5;0.0;0;8.000;5.3;14.7;1013.00;20.0;63.00;27.5;13.9;11.4
19780725;5.1;1.1;0.0;0;12.300;3.3;14.3;1012.70;18.4;67.00;24.4;14.0;11.9
19780726;13.9;4.7;0.0;1;6.200;5.7;16.2;1006.70;20.8;64.00;28.4;12.4;10.9
19780727;8.2;2.2;0.0;0;13.900;2.3;14.6;1014.70;18.4;68.00;25.2;14.4;11.6
19780728;6.5;1.7;0.0;0;12.700;1.7;16.9;1016.40;22.8;62.00;30.2;13.5;12.0
19780729;6.0;1.8;0.0;0;10.500;4.0;18.8;1015.80;25.3;59.00;32.0;15.6;14.1
19780730;10.6;3.8;0.0;0;12.600;2.0;17.1;1009.30;27.0;49.00;32.4;18.5;16.8
19780731;11.0;3.3;2.0;1;8.300;3.3;17.3;1005.50;23.8;58.00;31.0;16.7;14.9
19780801;7.2;2.6;8.6;1;0.000;7.7;18.0;1009.60;17.2;90.00;23.1;16.1;16.9
19780802;12.6;4.9;0.8;1;8.100;5.7;15.5;1008.30;19.0;71.00;23.9;14.7;12.6
19780803;11.4;4.6;0.4;1;3.200;5.0;14.9;1008.30;17.9;71.00;21.2;16.0;14.3
19780804;12.0;4.3;0.0;0;5.800;6.0;13.8;1012.20;17.8;68.00;23.2;15.1;14.2
19780805;9.9;3.4;0.7;1;5.700;5.3;13.6;1012.60;18.4;66.00;22.1;14.4;13.3
19780806;10.3;2.6;8.6;1;0.200;7.3;14.8;1006.20;16.8;76.00;20.0;15.1;14.0
19780807;9.3;3.3;0.0;1;2.900;6.0;13.5;1001.50;16.2;73.00;20.9;12.4;11.2
19780808;13.0;4.1;0.1;1;5.400;7.0;13.2;1003.50;15.5;75.00;20.7;11.4;9.9
19780809;12.0;3.7;0.0;1;1.900;7.0;13.5;1009.10;16.5;73.00;20.6;13.9;13.5
19780810;7.5;2.4;0.0;0;6.300;5.3;14.0;1014.20;16.8;74.00;21.3;13.5;12.5
19780811;6.8;2.3;0.0;0;0.000;7.0;12.7;1018.00;15.1;74.00;17.4;10.6;8.4
19780812;4.5;1.3;1.4;1;3.400;6.7;12.4;1016.60;15.3;71.00;20.0;11.4;9.4
19780813;4.6;1.7;0.1;1;3.300;6.3;14.2;1013.30;16.2;79.00;20.3;13.4;12.3
19780814;8.4;3.0;0.0;1;1.600;6.7;13.8;1011.40;17.9;69.00;21.7;12.4;9.4
19780815;13.0;5.9;2.1;1;8.500;4.0;14.0;1005.10;21.0;56.00;28.5;14.9;13.4
19780816;11.4;4.1;0.6;1;5.000;5.3;13.7;1011.70;16.2;72.00;22.5;12.4;13.9
19780817;12.0;4.9;0.0;1;6.800;5.0;12.4;1016.80;15.0;71.00;21.0;12.5;9.8
19780818;5.8;1.5;0.0;0;12.100;2.0;10.8;1020.70;15.1;64.00;22.1;6.9;5.0
19780819;10.1;3.0;0.0;0;13.500;2.3;11.7;1017.40;17.2;60.00;24.3;8.6;5.8
19780820;8.4;2.8;0.0;0;12.000;2.0;13.8;1013.60;20.5;58.00;28.5;12.7;8.3
19780821;7.1;1.8;0.0;0;10.500;2.0;15.6;1016.10;19.5;70.00;27.4;12.8;10.2
19780822;7.1;1.4;0.0;0;10.900;0.7;16.0;1015.20;20.5;69.00;27.6;12.3;9.4
19780823;6.9;2.3;0.0;0;6.300;4.0;14.7;1018.00;16.6;74.00;22.7;13.7;11.2
19780824;11.0;2.2;0.0;0;12.600;1.7;12.3;1021.20;17.0;65.00;23.5;8.7;6.8
19780825;10.0;3.5;0.0;1;1.200;5.0;11.9;1020.50;14.6;69.00;19.4;11.0;8.5
19780826;9.9;3.7;0.0;0;3.700;5.0;10.5;1019.00;13.1;68.00;17.3;10.3;8.1
19780827;14.0;4.5;2.3;1;4.100;4.3;9.9;1014.70;12.9;65.00;18.3;8.5;7.2
19780828;11.4;2.4;0.0;0;4.500;4.3;9.8;1017.70;13.0;66.00;18.0;7.4;5.7
19780829;8.9;3.2;17.6;1;0.100;7.7;12.9;1013.90;13.7;82.00;16.8;7.8;5.9
19780830;13.6;4.5;1.7;1;5.000;6.7;11.6;1009.60;12.1;81.00;16.2;10.4;10.5
19780831;13.7;4.4;5.9;1;1.300;7.3;12.1;1009.30;11.7;88.00;15.5;9.3;7.8
19780901;7.2;3.5;0.6;1;1.800;7.0;11.7;1005.90;12.6;80.00;17.0;9.8;9.1
19780902;12.0;4.6;0.2;1;2.600;5.3;11.4;1007.40;12.8;77.00;16.7;10.4;9.1
19780903;9.3;3.8;0.5;1;7.700;6.0;10.6;1008.90;14.2;66.00;18.4;9.3;7.7
19780904;5.3;2.3;0.0;1;0.700;5.0;12.7;1006.70;13.0;82.00;16.9;10.1;9.0
19780905;5.1;1.1;0.0;0;10.400;3.3;10.9;1004.70;12.5;76.00;18.4;4.5;3.2
19780906;6.2;1.6;1.6;1;0.500;7.7;13.6;1001.30;14.0;85.00;16.7;9.8;7.0
19780907;6.2;1.7;0.2;1;4.400;6.0;14.9;1005.20;16.8;79.00;20.8;13.1;12.0
19780908;8.5;3.1;3.1;1;4.000;6.3;14.6;1011.90;17.7;73.00;22.3;14.5;12.4
19780909;12.0;4.7;0.1;1;4.400;6.7;14.7;1012.10;17.7;73.00;21.8;14.1;13.2
19780910;15.9;7.6;0.0;1;0.300;7.3;16.6;1010.70;18.4;79.00;20.6;15.2;14.4
19780911;19.0;8.2;10.4;1;1.500;7.0;16.6;1002.80;17.2;80.00;21.5;14.8;18.9
19780912;14.9;5.8;1.2;1;5.000;6.0;10.9;1017.00;13.4;71.00;17.4;11.3;9.5
19780913;9.5;4.5;0.0;0;0.000;7.3;13.2;1018.20;16.2;74.00;18.3;9.2;7.7
19780914;10.5;4.0;4.7;1;0.100;6.0;13.8;1012.10;14.1;82.00;18.2;11.4;14.4
19780915;13.1;5.6;0.0;1;4.500;7.0;13.4;1014.80;15.3;78.00;18.8;9.4;8.0
19780916;8.8;3.9;0.0;0;4.000;4.0;14.6;1018.60;16.5;79.00;20.3;12.1;11.1
19780917;10.7;4.3;0.2;1;3.500;4.3;12.1;1017.60;13.9;73.00;19.0;10.5;11.5
19780918;8.1;3.0;0.0;1;4.800;4.3;10.6;1019.80;11.6;76.00;17.0;4.9;2.8
19780919;13.0;4.7;1.1;1;2.900;5.0;10.9;1017.40;10.2;82.00;16.2;8.0;7.3
19780920;8.0;2.8;0.1;1;5.700;6.3;8.9;1023.80;11.8;67.00;16.0;4.5;2.0
19780921;11.5;4.8;0.0;1;5.200;5.3;13.5;1023.30;15.7;77.00;20.2;11.9;11.2
19780922;9.4;4.5;0.5;1;0.000;6.3;14.7;1017.30;16.2;80.00;19.6;13.0;10.7
19780923;6.9;3.3;1.1;1;0.000;6.3;15.9;1015.90;15.7;90.00;18.0;14.1;13.6
19780924;11.0;4.2;0.0;0;3.700;4.3;13.8;1014.30;15.6;76.00;20.6;12.5;11.5
19780925;10.2;4.1;0.7;1;1.700;6.7;13.7;1016.20;14.2;82.00;20.5;12.4;10.9
19780926;8.1;2.8;2.0;1;0.300;7.7;11.2;1016.70;13.1;75.00;15.7;7.5;5.2
19780927;11.8;4.8;2.8;1;0.500;5.7;11.7;1009.60;11.0;87.00;14.3;9.4;7.0
19780928;10.2;4.1;8.2;1;0.600;7.7;10.9;1007.90;10.2;87.00;12.8;5.8;4.4
19780929;14.8;6.7;6.1;1;2.000;7.0;12.3;998.70;12.6;82.00;16.0;9.6;9.1
19780930;16.6;8.1;18.4;1;3.000;6.3;10.5;998.60;10.0;86.00;12.5;8.9;8.3
19781001;11.9;3.5;0.0;0;2.500;5.7;10.8;1006.10;10.0;86.00;13.6;8.8;8.4
19781002;7.0;2.4;0.0;0;5.200;2.7;10.0;1016.10;8.3;88.00;13.2;5.4;2.9
19781003;4.8;1.7;0.0;1;0.000;7.7;8.6;1014.40;5.5;93.00;7.9;0.6;-0.2
19781004;8.0;2.3;2.3;1;0.700;5.0;10.4;1015.30;9.3;89.00;13.0;3.7;1.8
19781005;13.7;5.7;0.1;1;0.000;7.7;11.5;1017.80;12.4;82.00;13.7;7.2;6.0
19781006;12.3;3.7;0.0;0;0.700;7.0;13.5;1019.60;14.3;83.00;18.3;11.3;10.4
19781007;7.2;3.3;0.0;0;8.000;2.7;11.9;1017.90;14.5;72.00;18.8;12.1;11.0
19781008;8.2;3.8;0.0;0;9.000;0.7;13.0;1014.40;16.1;72.00;22.2;10.4;7.5
19781009;9.0;3.8;0.0;0;6.600;6.0;14.5;1013.40;17.4;72.00;23.6;13.4;11.7
19781010;8.7;4.1;0.0;0;4.200;6.3;13.7;1014.80;19.1;62.00;23.0;14.5;10.8
19781011;10.0;3.9;0.0;0;7.600;3.7;12.7;1020.00;18.8;60.00;23.4;12.5;8.5
19781012;7.5;2.3;0.0;0;9.100;1.3;11.5;1021.20;14.0;73.00;24.0;6.9;4.0
19781013;8.9;3.4;0.0;0;8.200;0.3;11.5;1017.60;14.0;71.00;20.7;6.8;3.7
19781014;8.3;3.3;0.0;0;6.000;2.7;12.9;1016.10;15.0;77.00;20.2;10.2;8.3
19781015;6.9;3.4;4.2;1;6.700;4.0;13.0;1014.80;14.9;76.00;22.3;12.1;9.5
19781016;14.0;4.6;1.9;1;1.100;7.0;11.1;1010.60;12.3;74.00;16.3;10.8;11.8
19781017;10.3;3.8;0.0;1;5.800;3.7;8.4;1003.00;6.4;84.00;10.9;3.9;6.5
19781018;4.8;1.1;0.0;0;1.300;5.0;8.3;1017.20;5.6;91.00;10.3;-0.4;-1.6
19781019;3.7;1.4;0.0;0;3.300;6.0;9.0;1021.90;9.2;79.00;13.0;2.4;0.4
19781020;8.1;3.2;0.8;1;0.000;7.3;10.2;1015.90;9.4;88.00;11.0;5.8;5.9
19781021;7.0;2.6;2.2;1;2.900;5.3;8.7;1018.20;7.8;81.00;10.9;6.8;5.2
19781022;10.4;4.6;4.7;1;0.000;7.7;11.9;1012.70;10.8;92.00;12.7;6.1;4.7
19781023;6.0;2.7;0.0;0;0.500;4.7;9.9;1019.80;10.2;79.00;13.1;8.0;7.5
19781024;11.7;5.4;0.5;1;1.100;6.3;10.7;1019.10;11.6;78.00;14.5;6.2;5.0
19781025;12.0;4.7;7.7;1;0.000;8.0;12.2;1019.10;11.9;85.00;13.6;10.5;10.7
19781026;6.8;1.6;0.0;0;2.800;4.7;9.8;1022.30;8.7;84.00;12.8;6.6;7.9
19781027;4.0;1.5;1.4;1;1.500;6.0;9.2;1026.70;8.9;84.00;11.6;1.9;0.1
19781028;4.2;1.9;0.0;0;0.000;7.7;11.2;1024.00;10.6;87.00;11.9;9.2;8.6
19781029;3.9;1.5;0.0;0;0.000;8.0;11.1;1023.30;10.9;85.00;11.8;9.6;8.5
19781030;4.1;1.0;0.0;0;0.000;7.7;9.9;1021.90;11.2;74.00;12.3;9.4;8.6
19781031;8.8;3.2;0.0;0;6.700;4.0;8.1;1021.30;8.8;70.00;11.9;7.0;5.9
19781101;7.6;2.8;0.0;0;0.000;4.7;8.8;1026.70;8.4;79.00;11.5;5.5;4.4
19781102;9.6;4.0;0.9;1;7.300;0.0;8.2;1025.10;7.0;79.00;12.3;4.7;2.6
19781103;8.0;4.6;4.7;1;0.000;8.0;9.7;1023.90;7.9;93.00;9.1;4.5;3.3
19781104;5.6;2.2;0.0;0;2.200;6.0;11.3;1024.20;10.5;87.00;14.0;7.6;7.8
19781105;8.4;3.0;0.0;1;5.500;1.3;9.2;1026.30;7.5;86.00;13.6;5.0;4.0
19781106;9.0;4.2;0.0;0;0.000;7.7;9.1;1026.20;8.1;85.00;9.2;4.0;1.0
19781107;12.2;6.0;0.0;0;5.100;2.3;7.1;1024.40;5.5;76.00;8.8;3.4;4.3
19781108;12.0;5.5;0.0;0;7.100;0.3;6.9;1025.10;5.4;77.00;10.2;2.0;0.4
19781109;7.1;2.9;0.0;0;3.800;2.7;6.9;1025.80;3.8;84.00;8.2;1.5;1.7
19781110;8.8;4.0;0.0;0;7.300;0.7;5.5;1021.50;2.1;77.00;6.4;-0.4;-3.0
19781111;8.8;3.0;0.0;0;2.200;5.3;6.0;1023.30;1.3;89.00;4.5;0.1;-1.4
19781112;11.7;5.7;0.0;0;7.200;0.0;6.0;1017.30;5.0;71.00;9.7;-0.1;-1.5
19781113;12.1;4.7;0.5;1;0.000;7.7;9.1;1021.70;7.4;88.00;8.5;4.2;2.5
19781114;12.1;5.2;0.0;0;4.200;4.7;8.2;1027.10;8.4;75.00;11.5;4.5;3.4
19781115;13.8;6.9;0.3;1;7.200;1.0;7.6;1017.90;8.6;70.00;12.1;3.3;2.0
19781116;14.6;6.3;0.0;0;5.500;2.0;7.5;1021.20;8.2;67.00;11.6;6.3;6.7
19781117;9.5;5.2;0.0;1;0.000;6.7;9.2;1025.00;9.3;78.00;11.2;5.9;4.4
19781118;12.9;5.9;0.0;1;0.100;7.0;8.9;1019.50;11.8;65.00;13.5;7.7;6.4
19781119;11.6;6.1;1.6;1;4.800;4.0;9.4;1013.50;11.1;70.00;14.7;9.2;8.2
19781120;10.0;3.2;0.0;0;5.500;2.7;8.7;1018.90;7.8;79.00;11.4;4.4;7.4
19781121;10.5;4.8;0.0;1;0.500;5.0;8.3;1024.20;8.0;79.00;10.1;2.7;1.1
19781122;10.1;5.9;0.0;1;0.100;7.3;11.5;1027.90;11.0;88.00;11.9;8.7;7.5
19781123;10.0;5.1;0.0;1;0.000;7.3;10.7;1028.20;11.1;80.00;12.0;10.5;10.0
19781124;12.9;5.9;7.1;1;3.900;2.3;8.2;1019.40;8.2;73.00;10.8;6.7;7.6
19781125;7.0;3.3;1.8;8;0.000;5.0;7.8;1012.00;4.6;88.00;7.0;2.7;3.2
19781126;9.1;3.9;0.2;8;0.000;7.3;6.5;1012.50;2.7;88.00;3.6;0.0;-1.0
19781127;11.2;3.9;2.3;8;3.700;5.0;6.0;1006.70;1.7;85.00;5.7;0.0;-0.7
19781128;7.8;3.6;0.7;8;0.000;6.7;6.0;1004.70;0.8;92.00;2.0;-1.9;-3.3
19781129;6.9;2.6;0.1;8;0.000;5.0;4.8;1015.60;-2.0;92.00;1.4;-4.0;-6.1
19781130;5.0;1.9;0.2;7;0.000;8.0;5.0;1015.40;-1.6;93.00;-1.2;-2.4;-2.3
19781201;4.0;1.4;0.0;0;0.000;7.0;5.5;1017.80;0.6;86.00;1.5;-1.9;-1.7
19781202;11.0;3.7;0.0;0;0.200;6.3;5.7;1015.10;2.2;83.00;3.6;-1.9;-4.8
19781203;11.0;5.9;0.8;8;5.300;4.7;5.1;1008.30;1.5;75.00;3.5;0.0;-1.5
19781204;14.4;5.5;0.0;1;0.000;5.7;5.3;1007.10;1.6;76.00;3.8;0.4;-0.4
19781205;6.2;2.7;0.0;0;6.700;0.3;3.5;1020.70;-1.8;65.00;1.8;-3.7;-7.0
19781206;9.7;3.0;0.0;0;6.700;1.3;3.0;1018.50;-2.1;61.00;3.0;-8.3;-10.4
19781207;15.7;6.4;0.0;0;6.400;0.7;3.4;1008.20;-1.8;63.00;1.2;-4.4;-7.0
19781208;19.0;9.1;7.0;1;0.000;8.0;5.6;995.20;2.7;76.00;4.6;-2.4;-4.3
19781209;14.0;5.6;4.2;1;0.900;6.3;9.9;1004.60;9.1;85.00;10.8;4.5;2.9
19781210;10.5;4.4;1.2;1;0.000;6.3;10.8;1008.70;9.9;88.00;10.6;8.3;7.3
19781211;11.8;6.0;0.0;1;3.600;6.0;9.1;996.00;10.8;68.00;13.4;9.2;7.0
19781212;13.9;6.6;3.2;1;2.000;6.0;9.8;984.80;10.9;74.00;12.5;9.5;7.5
19781213;19.7;7.9;4.5;1;0.700;7.3;7.9;980.20;8.8;70.00;10.4;5.3;7.0
19781214;21.4;9.7;6.4;1;0.400;7.0;7.9;978.20;8.1;73.00;9.6;6.7;6.0
19781215;12.9;6.3;12.2;1;0.400;8.0;8.9;985.50;7.6;86.00;8.6;5.8;4.5
19781216;11.1;4.1;2.1;8;0.000;7.0;7.2;994.10;3.4;85.00;8.3;1.0;6.1
19781217;7.6;2.1;0.0;0;4.200;3.3;4.7;1013.00;-2.2;87.00;1.4;-3.8;-4.5
19781218;3.9;1.4;0.0;0;5.200;0.0;3.7;1022.70;-4.6;82.00;0.0;-7.1;-9.2
19781219;10.5;3.3;0.0;0;3.000;0.3;3.0;1010.20;-4.6;69.00;-1.4;-9.5;-12.0
19781220;8.7;3.1;0.9;8;0.000;7.0;4.1;1006.30;-2.6;84.00;-1.4;-7.0;-8.7
19781221;7.9;2.8;0.0;0;0.400;6.3;4.3;1009.40;-1.6;80.00;1.4;-5.2;-7.4
19781222;7.8;1.8;0.0;0;0.000;8.0;5.3;1007.10;0.7;82.00;1.2;-6.2;-8.8
19781223;10.5;3.1;0.0;8;0.000;8.0;4.9;1005.00;-1.1;87.00;0.7;-2.1;-2.4
19781224;16.8;7.6;11.1;8;0.700;8.0;6.3;992.30;3.4;84.00;5.5;-1.2;-1.6
19781225;14.3;6.3;2.3;1;0.000;7.0;9.1;996.20;7.7;86.00;9.0;5.4;2.4
19781226;10.0;5.1;2.5;1;0.000;7.3;9.7;1003.40;9.0;85.00;9.9;6.4;5.0
19781227;11.0;4.2;9.2;1;0.300;5.7;8.3;996.70;7.6;80.00;9.8;5.2;2.0
19781228;15.7;6.5;16.7;1;0.100;7.0;10.7;987.90;10.6;84.00;11.0;7.5;6.6
19781229;16.0;4.7;4.0;1;0.000;6.7;10.4;984.60;9.9;85.00;11.5;8.6;8.8
19781230;10.5;4.2;11.9;8;0.000;8.0;6.1;989.90;-1.4;90.00;9.4;-6.7;6.9
19781231;19.2;6.2;0.1;7;0.500;6.7;1.9;986.70;-14.0;86.00;-6.4;-15.3;-10.6
19790101;9.9;2.2;0.3;7;2.400;5.7;2.3;1012.60;-11.2;88.00;-8.6;-17.6;-27.0
19790102;14.2;4.2;1.7;7;0.500;6.3;2.6;1016.00;-8.9;86.00;-6.8;-13.8;-18.6
19790103;6.8;2.3;0.1;7;2.500;6.0;2.9;1016.70;-5.6;76.00;-4.0;-13.3;-24.9
19790104;11.0;3.3;0.0;0;1.800;3.0;2.4;1010.20;-10.0;80.00;-4.2;-13.5;-17.4
19790105;6.2;2.1;0.0;0;1.900;3.0;2.0;1020.40;-11.6;82.00;-7.4;-19.0;-23.4
19790106;9.1;3.0;0.0;0;6.100;2.3;2.2;1025.30;-8.8;72.00;-4.6;-17.0;-22.2
19790107;12.4;7.0;4.2;6;0.500;7.0;2.9;1023.50;-3.1;63.00;-1.0;-9.3;-10.7
19790108;8.3;4.5;7.4;8;0.000;8.0;5.6;1015.50;1.0;86.00;1.7;-1.0;-2.2
19790109;7.4;3.5;8.7;8;0.000;6.3;6.1;1004.80;0.8;94.00;1.6;0.3;-0.2
19790110;21.0;7.7;8.4;8;0.300;6.0;5.4;986.10;1.4;80.00;2.6;-0.3;-2.6
19790111;13.1;6.4;3.6;8;0.000;8.0;6.0;977.10;0.8;93.00;2.0;0.2;-0.4
19790112;13.1;7.0;1.2;8;0.300;5.7;5.7;995.10;1.1;85.00;1.8;0.5;-0.8
19790113;10.7;5.1;0.4;7;4.200;4.3;5.1;1012.30;-0.3;84.00;1.7;-2.9;-4.2
19790114;8.2;3.2;0.0;0;5.200;3.7;4.1;1024.20;-3.7;81.00;0.9;-6.6;-6.9
19790115;4.1;1.4;0.0;0;6.200;4.0;3.5;1028.10;-4.5;81.00;-1.6;-9.3;-13.8
19790116;3.9;0.7;0.0;0;0.000;7.3;3.9;1027.60;-4.9;87.00;-2.0;-8.3;-11.2
19790117;5.1;2.0;0.0;7;0.000;7.0;3.8;1018.90;-3.7;84.00;-2.3;-8.0;-10.0
19790118;10.0;3.6;0.1;7;3.200;4.0;3.6;1015.90;-4.0;76.00;-1.4;-7.2;-10.5
19790119;8.1;3.3;0.0;0;4.700;3.3;3.2;1013.10;-2.9;63.00;2.6;-6.1;-7.9
19790120;9.9;3.4;4.4;8;0.200;5.7;3.9;1013.20;-1.9;76.00;0.7;-9.0;-13.4
19790121;6.7;2.4;0.1;6;0.000;8.0;4.8;1018.70;-1.4;86.00;0.0;-1.6;-1.7
19790122;7.8;3.2;2.3;6;0.000;8.0;4.0;1012.20;-3.4;82.00;-1.5;-3.9;-3.6
19790123;13.9;4.5;3.0;8;0.000;8.0;6.3;999.80;1.5;91.00;2.9;-4.0;-4.8
19790124;12.4;5.0;1.4;8;0.000;8.0;5.6;1000.70;0.2;90.00;0.8;-1.9;-0.7
19790125;13.9;6.0;0.5;7;0.000;7.3;4.3;996.60;-0.4;72.00;1.3;-1.9;-3.8
19790126;12.5;5.8;1.1;7;0.100;8.0;5.1;989.90;0.9;80.00;1.9;-1.6;-2.8
19790127;7.5;2.4;0.0;0;0.000;7.0;5.1;993.50;-0.2;82.00;1.7;-1.9;-0.6
19790128;3.9;1.0;0.0;7;0.000;5.3;4.0;994.10;-4.7;93.00;-1.0;-7.2;-9.3
19790129;11.2;5.5;2.6;8;0.400;7.3;5.5;993.00;2.1;78.00;3.7;-8.1;-11.5
19790130;8.9;3.1;3.5;6;0.000;7.3;6.5;995.80;2.4;88.00;4.2;1.8;0.2
19790131;10.8;4.6;0.1;6;0.300;7.7;6.0;1009.10;2.0;87.00;2.8;0.2;-0.4
19790201;15.7;7.0;8.7;8;0.000;8.0;5.3;995.90;3.4;69.00;3.6;2.1;0.6
19790202;11.5;3.5;5.5;6;0.500;6.3;6.3;991.50;2.0;84.00;5.2;0.2;0.9
19790203;11.2;4.7;0.2;8;6.500;3.7;4.9;1001.10;2.1;69.00;4.1;-1.1;-2.6
19790204;9.2;4.0;0.0;0;0.100;7.3;5.0;997.10;1.4;74.00;2.4;0.1;0.0
19790205;10.1;3.4;0.0;0;2.200;5.0;5.1;997.80;0.3;78.00;2.7;-2.1;-1.3
19790206;12.6;2.6;0.0;0;7.100;2.7;4.0;1009.40;-0.4;69.00;3.6;-5.0;-7.7
19790207;17.8;7.0;5.0;8;0.000;7.7;5.9;991.90;1.9;85.00;3.1;-0.9;-5.6
19790208;12.1;4.1;0.0;0;6.500;4.3;5.1;1002.50;0.5;78.00;4.7;-2.6;-0.8
19790209;6.7;2.8;0.0;0;2.700;3.0;4.3;1000.10;-1.1;74.00;2.6;-3.9;-5.9
19790210;9.2;4.4;0.0;0;4.600;7.0;3.8;995.60;-0.4;64.00;2.4;-4.3;-6.9
19790211;8.1;3.7;6.8;8;0.000;8.0;4.5;990.10;1.3;68.00;3.7;-1.1;-2.8
19790212;13.5;4.8;1.5;6;0.000;7.3;7.5;983.60;5.3;86.00;7.7;1.0;-0.2
19790213;9.9;5.1;6.6;6;0.400;7.0;8.6;982.80;7.0;86.00;9.1;5.3;4.0
19790214;11.9;5.3;8.6;8;0.000;8.0;5.7;981.80;-1.6;89.00;7.6;-5.4;5.2
19790215;10.8;3.9;0.0;7;0.000;7.7;3.7;1000.10;-4.6;83.00;-3.2;-6.0;-6.0
19790216;11.1;5.3;0.0;0;0.800;6.0;3.6;1014.80;-4.0;82.00;-2.7;-7.0;-7.2
19790217;11.9;4.6;1.7;8;0.000;8.0;3.3;1012.10;-5.8;82.00;-2.7;-6.6;-5.1
19790218;3.5;0.8;0.0;0;0.000;8.0;3.6;1014.00;-3.8;80.00;-3.0;-6.7;-7.1
19790219;5.0;1.8;0.0;0;0.000;8.0;4.7;1020.70;-0.2;80.00;0.7;-3.3;-3.5
19790220;7.0;2.1;0.0;0;0.000;5.0;5.2;1025.60;-1.3;92.00;1.3;-2.6;-3.4
19790221;4.2;1.2;0.0;0;2.300;7.0;5.2;1021.40;-1.0;89.00;4.2;-5.7;-7.3
19790222;6.7;2.2;3.0;8;0.000;8.0;4.7;1020.50;-2.2;93.00;-0.9;-4.5;-3.8
19790223;9.5;3.8;0.0;0;0.500;7.7;6.3;1023.70;1.9;89.00;3.0;-1.0;-1.4
19790224;10.2;4.3;0.0;6;0.100;7.3;5.2;1030.60;0.1;82.00;2.2;-1.4;-0.1
19790225;3.7;1.1;0.0;0;0.000;7.0;4.7;1036.80;-1.9;89.00;-0.6;-5.3;-7.1
19790226;5.0;2.1;0.0;6;0.300;5.3;4.7;1029.90;-0.6;83.00;0.7;-3.7;-3.7
19790227;8.6;4.1;0.0;0;7.700;2.3;4.4;1017.40;3.2;60.00;6.5;-1.4;-3.4
19790228;14.4;7.0;0.3;6;8.100;2.3;3.8;999.90;4.5;46.00;8.0;0.5;-1.6
19790301;15.1;5.1;1.3;8;6.300;2.3;5.6;1008.80;2.8;76.00;7.5;0.1;-0.7
19790302;15.0;6.6;3.5;6;0.000;7.0;7.4;1016.50;5.8;82.00;7.0;1.3;-0.1
19790303;11.8;6.4;0.2;6;0.000;7.7;9.6;1018.30;10.0;78.00;10.9;6.7;5.2
19790304;11.9;5.0;6.1;6;0.000;6.0;8.5;1019.60;5.1;91.00;10.6;2.4;8.6
19790305;5.0;1.4;0.0;0;4.000;3.0;6.4;1023.60;1.0;94.00;6.6;-1.6;-5.1
19790306;12.0;4.9;0.9;6;7.300;2.0;6.9;1009.50;5.5;78.00;8.9;-1.9;-5.2
19790307;17.9;7.4;2.0;6;4.300;5.3;6.3;1007.20;4.6;73.00;8.7;2.6;3.0
19790308;11.7;5.9;0.0;6;4.000;6.3;6.7;1014.60;6.1;73.00;9.0;2.0;1.0
19790309;24.8;9.4;8.9;6;0.000;8.0;7.1;997.20;5.8;75.00;8.2;2.9;4.4
19790310;13.3;5.8;3.6;8;6.500;6.0;4.7;1005.70;4.2;58.00;7.8;1.1;-0.2
19790311;15.0;6.7;16.6;6;0.000;8.0;9.9;996.50;8.2;93.00;11.3;2.4;1.7
19790312;15.0;6.0;0.0;6;2.800;5.7;7.4;1003.00;7.2;73.00;10.4;5.9;5.3
19790313;8.8;3.7;6.4;6;0.000;8.0;7.7;1003.30;5.3;85.00;8.2;4.2;3.8
19790314;8.1;4.0;7.3;6;0.000;8.0;7.9;998.60;4.5;93.00;5.7;3.4;3.0
19790315;8.7;3.5;8.9;6;0.000;7.7;8.4;988.60;6.3;90.00;11.4;3.0;2.5
19790316;10.4;3.6;0.4;6;0.000;8.0;7.3;988.10;5.4;81.00;7.4;4.3;4.8
19790317;16.3;4.6;1.7;6;7.200;5.0;5.9;995.90;5.8;65.00;10.6;2.3;1.6
19790318;9.0;3.0;17.8;6;3.100;6.7;6.5;995.10;3.8;81.00;9.6;-0.8;-3.7
19790319;9.1;2.9;0.0;0;0.000;5.3;6.1;1000.30;1.3;90.00;4.1;0.2;0.7
19790320;8.8;3.4;0.4;6;4.500;6.7;7.0;993.40;7.3;70.00;10.6;-0.3;-2.0
19790321;16.3;6.1;1.8;8;4.000;6.0;7.2;994.60;6.0;72.00;11.9;2.1;3.7
19790322;18.1;7.1;5.2;6;7.800;4.7;5.8;1004.20;4.4;70.00;9.8;1.6;0.4
19790323;9.7;4.5;0.0;6;8.900;4.3;5.3;1011.60;3.8;66.00;8.3;1.3;0.3
19790324;9.6;2.3;0.3;6;9.900;3.0;4.4;1013.60;4.7;59.00;8.8;-3.3;-6.6
